,STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE,naics,est,bar_over_popu
845,19.0,113.0,Linn,Iowa,211226.0,42.009607,-91.647251,722410,58.0,274.58740874702926
846,19.0,115.0,Louisa,Iowa,11387.0,41.22579,-91.259929,722410,4.0,351.2777728989198
847,19.0,117.0,Lucas,Iowa,8898.0,41.021148,-93.31304499999999,722410,3.0,337.1544167228591
848,19.0,119.0,Lyon,Iowa,11581.0,43.385265000000004,-96.218544,722410,5.0,431.7416457991538
849,19.0,121.0,Madison,Iowa,15679.0,41.347064,-93.989405,722410,2.0,127.55915555839022
850,19.0,123.0,Mahaska,Iowa,22381.0,41.31208,-92.64101600000001,722410,4.0,178.72302399356596
851,19.0,125.0,Marion,Iowa,33309.0,41.35483,-93.04269000000001,722410,4.0,120.08766399471615
852,19.0,127.0,Marshall,Iowa,40648.0,42.031353,-92.93842099999999,722410,18.0,442.82621531194644
853,19.0,129.0,Mills,Iowa,15059.0,41.04967,-95.695267,722410,2.0,132.81094362175443
854,19.0,131.0,Mitchell,Iowa,10776.0,43.336257,-92.803247,722410,2.0,185.5976243504083
855,19.0,133.0,Monona,Iowa,9243.0,42.063026,-95.985135,722410,7.0,757.329871253922
856,19.0,135.0,Monroe,Iowa,7970.0,41.035615,-92.827682,722410,6.0,752.823086574655
857,19.0,137.0,Montgomery,Iowa,10740.0,41.008619,-95.16799499999999,722410,4.0,372.43947858472995
858,19.0,139.0,Muscatine,Iowa,42745.0,41.464065000000005,-91.078997,722410,13.0,304.12913791086675
859,19.0,141.0,O'Brien,Iowa,14398.0,43.126413,-95.690881,722410,6.0,416.72454507570495
860,19.0,143.0,Osceola,Iowa,6462.0,43.386379999999996,-95.680373,722410,2.0,309.50170225936245
861,19.0,145.0,Page,Iowa,15932.0,40.747616,-95.188476,722410,2.0,125.53351744915892
862,19.0,147.0,Palo Alto,Iowa,9421.0,43.099878000000004,-94.690212,722410,4.0,424.5833775607685
863,19.0,149.0,Plymouth,Iowa,24986.0,42.747907,-96.20343100000001,722410,15.0,600.3361882654286
864,19.0,151.0,Pocahontas,Iowa,7310.0,42.745402,-94.700868,722410,3.0,410.3967168262654
865,19.0,153.0,Polk,Iowa,430640.0,41.623296,-93.641654,722410,142.0,329.74177967676013
866,19.0,155.0,Pottawattamie,Iowa,93158.0,41.278533,-95.79515,722410,34.0,364.9713390154361
867,19.0,157.0,Poweshiek,Iowa,18914.0,41.709953000000006,-92.62066300000001,722410,8.0,422.96711430686264
868,19.0,159.0,Ringgold,Iowa,5131.0,40.733763,-94.23852,722410,1.0,194.89378288832586
869,19.0,161.0,Sac,Iowa,10350.0,42.375805,-95.088801,722410,4.0,386.47342995169083
870,19.0,163.0,Scott,Iowa,165224.0,41.563153,-90.567812,722410,67.0,405.51009538565825
871,19.0,165.0,Shelby,Iowa,12167.0,41.665153000000004,-95.320336,722410,7.0,575.3267033779897
872,19.0,167.0,Sioux,Iowa,33704.0,43.079825,-96.16727,722410,10.0,296.7006883455969
873,19.0,169.0,Story,Iowa,89542.0,42.026371000000005,-93.601827,722410,17.0,189.8550400929173
874,19.0,171.0,Tama,Iowa,17767.0,42.065599,-92.542587,722410,6.0,337.70473349468114
875,19.0,173.0,Taylor,Iowa,6317.0,40.755364,-94.673438,722410,2.0,316.6059838530948
876,19.0,175.0,Union,Iowa,12534.0,41.053083,-94.318925,722410,4.0,319.1319610659007
877,19.0,177.0,Van Buren,Iowa,7570.0,40.745557,-91.939134,722410,3.0,396.3011889035667
878,19.0,179.0,Wapello,Iowa,35625.0,41.016218,-92.418385,722410,15.0,421.0526315789474
879,19.0,181.0,Warren,Iowa,46225.0,41.400884999999995,-93.588243,722410,8.0,173.0665224445646
880,19.0,183.0,Washington,Iowa,21704.0,41.361978,-91.695465,722410,5.0,230.37228160707704
881,19.0,185.0,Wayne,Iowa,6403.0,40.740054,-93.312926,722410,2.0,312.3535842573794
882,19.0,187.0,Webster,Iowa,38013.0,42.480374,-94.179066,722410,14.0,368.2950569541999
883,19.0,189.0,Winnebago,Iowa,10866.0,43.34288,-93.66703100000001,722410,3.0,276.09055770292656
884,19.0,191.0,Winneshiek,Iowa,21056.0,43.281284,-91.814375,722410,12.0,569.9088145896657
885,19.0,193.0,Woodbury,Iowa,102172.0,42.483225,-96.344174,722410,34.0,332.7721880750108
886,19.0,195.0,Worth,Iowa,7598.0,43.36654,-93.252258,722410,1.0,131.61358252171624
887,19.0,197.0,Wright,Iowa,13229.0,42.732195000000004,-93.755488,722410,8.0,604.7320281200393
888,20.0,1.0,Allen,Kansas,13371.0,37.896584000000004,-95.367053,722410,2.0,149.5774437214868
889,20.0,3.0,Anderson,Kansas,8102.0,38.250112,-95.264386,722410,1.0,123.42631449024933
890,20.0,5.0,Atchison,Kansas,16924.0,39.555583,-95.181488,722410,1.0,59.0876861262113
891,20.0,7.0,Barber,Kansas,4861.0,37.212182,-98.557384,722410,1.0,205.71898786257972
892,20.0,9.0,Barton,Kansas,27674.0,38.394738000000004,-98.757739,722410,6.0,216.81000216810003
893,20.0,11.0,Bourbon,Kansas,15173.0,37.845557,-94.749443,722410,2.0,131.81308903974164
894,20.0,13.0,Brown,Kansas,9984.0,39.801272999999995,-95.550384,722410,3.0,300.4807692307692
895,20.0,15.0,Butler,Kansas,65880.0,37.727135,-96.98977099999999,722410,3.0,45.537340619307834
896,20.0,17.0,Chase,Kansas,2790.0,38.358336,-96.55937800000001,722410,0.0,0.0
897,20.0,19.0,Chautauqua,Kansas,3669.0,37.111002,-96.231466,722410,0.0,0.0
898,20.0,21.0,Cherokee,Kansas,21603.0,37.115229,-94.75507900000001,722410,1.0,46.289867148081285
899,20.0,23.0,Cheyenne,Kansas,2726.0,39.768136,-101.73899399999999,722410,0.0,0.0
900,20.0,25.0,Clark,Kansas,2215.0,37.290453,-99.87303299999999,722410,0.0,0.0
901,20.0,27.0,Clay,Kansas,8535.0,39.356195,-97.12257,722410,1.0,117.16461628588166
902,20.0,29.0,Cloud,Kansas,9533.0,39.53395,-97.637247,722410,1.0,104.8987726843596
903,20.0,31.0,Coffey,Kansas,8601.0,38.247657000000004,-95.739982,722410,2.0,232.5311010347634
904,20.0,33.0,Comanche,Kansas,1891.0,37.236270000000005,-99.365215,722410,1.0,528.8207297726071
905,20.0,35.0,Cowley,Kansas,36311.0,37.174285,-96.997786,722410,2.0,55.07972790614414
906,20.0,37.0,Crawford,Kansas,39134.0,37.439934,-94.731394,722410,12.0,306.63872847140595
907,20.0,39.0,Decatur,Kansas,2961.0,39.804328999999996,-100.490859,722410,1.0,337.7237419790612
908,20.0,41.0,Dickinson,Kansas,19754.0,38.881314,-97.149128,722410,6.0,303.7359522122102
909,20.0,43.0,Doniphan,Kansas,7945.0,39.788641999999996,-95.07500999999999,722410,0.0,0.0
910,20.0,45.0,Douglas,Kansas,110826.0,38.941783,-95.251337,722410,32.0,288.7409091729378
911,20.0,47.0,Edwards,Kansas,3037.0,37.914412,-99.354911,722410,2.0,658.5446163977609
912,20.0,49.0,Elk,Kansas,2882.0,37.421638,-96.23670200000001,722410,0.0,0.0
913,20.0,51.0,Ellis,Kansas,28452.0,38.88156,-99.32999000000001,722410,14.0,492.05679741318704
914,20.0,53.0,Ellsworth,Kansas,6497.0,38.721016,-98.262851,722410,1.0,153.9171925504079
915,20.0,55.0,Finney,Kansas,36776.0,37.97733,-100.86582,722410,7.0,190.34152708288016
916,20.0,57.0,Ford,Kansas,33848.0,37.751112,-99.994842,722410,10.0,295.4384306310565
917,20.0,59.0,Franklin,Kansas,25992.0,38.602731,-95.260071,722410,4.0,153.8935056940597
918,20.0,61.0,Geary,Kansas,34362.0,39.03865,-96.83925,722410,12.0,349.2229788720098
919,20.0,63.0,Gove,Kansas,2695.0,39.047631,-100.374241,722410,1.0,371.05751391465674
920,20.0,65.0,Graham,Kansas,2597.0,39.359746,-99.85785200000001,722410,1.0,385.0596842510589
921,20.0,67.0,Grant,Kansas,7829.0,37.580306,-101.34973000000001,722410,2.0,255.46046749265554
922,20.0,69.0,Gray,Kansas,6006.0,37.726577,-100.412964,722410,1.0,166.5001665001665
923,20.0,71.0,Greeley,Kansas,1247.0,38.487089000000005,-101.763211,722410,0.0,0.0
924,20.0,73.0,Greenwood,Kansas,6689.0,37.85753,-96.226569,722410,2.0,298.9983555090447
925,20.0,75.0,Hamilton,Kansas,2690.0,37.979185,-101.76765999999999,722410,0.0,0.0
926,20.0,77.0,Harper,Kansas,6034.0,37.215092,-98.051218,722410,1.0,165.72754391779912
927,20.0,79.0,Harvey,Kansas,34684.0,38.047084999999996,-97.385273,722410,3.0,86.49521393149578
928,20.0,81.0,Haskell,Kansas,4256.0,37.500029,-100.89411,722410,0.0,0.0
929,20.0,83.0,Hodgeman,Kansas,1916.0,38.083504,-99.867564,722410,0.0,0.0
930,20.0,85.0,Jackson,Kansas,13462.0,39.400923999999996,-95.751346,722410,0.0,0.0
931,20.0,87.0,Jefferson,Kansas,19126.0,39.210891,-95.397856,722410,4.0,209.13939140437103
932,20.0,89.0,Jewell,Kansas,3077.0,39.775457,-98.201227,722410,0.0,0.0
933,20.0,91.0,Johnson,Kansas,544179.0,38.928049,-94.73713199999999,722410,37.0,67.99233340500092
934,20.0,93.0,Kearny,Kansas,3977.0,37.954211,-101.237967,722410,0.0,0.0
935,20.0,95.0,Kingman,Kansas,7858.0,37.608437,-98.097712,722410,0.0,0.0
936,20.0,97.0,Kiowa,Kansas,2553.0,37.598711,-99.257059,722410,1.0,391.6960438699569
937,20.0,99.0,Labette,Kansas,21607.0,37.258236,-95.260544,722410,3.0,138.84389318276484
938,20.0,101.0,Lane,Kansas,1750.0,38.503002,-100.487778,722410,2.0,1142.857142857143
939,20.0,103.0,Leavenworth,Kansas,76227.0,39.238518,-94.95930200000001,722410,9.0,118.06840096028967
940,20.0,105.0,Lincoln,Kansas,3241.0,39.036065,-98.175271,722410,0.0,0.0
941,20.0,107.0,Linn,Kansas,9656.0,38.237359000000005,-94.801632,722410,1.0,103.56255178127589
942,20.0,109.0,Logan,Kansas,2756.0,39.098288000000004,-100.92526099999999,722410,0.0,0.0
943,20.0,111.0,Lyon,Kansas,33690.0,38.416154,-96.17977900000001,722410,13.0,385.871178391214
944,20.0,113.0,McPherson,Kansas,29180.0,38.381163,-97.647603,722410,4.0,137.08019191226867
945,20.0,115.0,Marion,Kansas,12660.0,38.326437,-97.124507,722410,0.0,0.0
946,20.0,117.0,Marshall,Kansas,10117.0,39.800028000000005,-96.573612,722410,3.0,296.53059207274885
947,20.0,119.0,Meade,Kansas,4575.0,37.292089000000004,-100.394216,722410,1.0,218.5792349726776
948,20.0,121.0,Miami,Kansas,32787.0,38.590405,-94.83638499999999,722410,2.0,60.99978650074725
949,20.0,123.0,Mitchell,Kansas,6373.0,39.454968,-98.174198,722410,0.0,0.0
950,20.0,125.0,Montgomery,Kansas,35471.0,37.139982,-95.695334,722410,9.0,253.72839784612785
951,20.0,127.0,Morris,Kansas,5923.0,38.698153999999995,-96.588826,722410,1.0,168.83336147222693
952,20.0,129.0,Morton,Kansas,3233.0,37.047093,-101.83833299999999,722410,0.0,0.0
953,20.0,131.0,Nemaha,Kansas,10178.0,39.829915,-95.96262800000001,722410,1.0,98.25112988799371
954,20.0,133.0,Neosho,Kansas,16512.0,37.624963,-95.39482,722410,3.0,181.6860465116279
955,20.0,135.0,Ness,Kansas,3107.0,38.492429,-99.898826,722410,4.0,1287.4155133569361
956,20.0,137.0,Norton,Kansas,5671.0,39.820601,-99.878289,722410,0.0,0.0
957,20.0,139.0,Osage,Kansas,16295.0,38.698945,-95.711621,722410,2.0,122.73703590058301
958,20.0,141.0,Osborne,Kansas,3858.0,39.424792,-98.707572,722410,0.0,0.0
959,20.0,143.0,Ottawa,Kansas,6091.0,39.096434,-97.681833,722410,1.0,164.17665407978984
960,20.0,145.0,Pawnee,Kansas,6973.0,38.178540999999996,-99.147286,722410,0.0,0.0
961,20.0,147.0,Phillips,Kansas,5642.0,39.757048,-99.349355,722410,1.0,177.2421127259837
962,20.0,149.0,Pottawatomie,Kansas,21604.0,39.258472999999995,-96.316121,722410,2.0,92.57544899092761
963,20.0,151.0,Pratt,Kansas,9656.0,37.645065,-98.731177,722410,2.0,207.12510356255177
964,20.0,153.0,Rawlins,Kansas,2519.0,39.807807000000004,-101.053756,722410,1.0,396.9829297340214
965,20.0,155.0,Reno,Kansas,64511.0,38.050915,-97.933041,722410,9.0,139.511091131745
966,20.0,157.0,Republic,Kansas,4980.0,39.818188,-97.659183,722410,1.0,200.80321285140562
967,20.0,159.0,Rice,Kansas,10083.0,38.321963000000004,-98.20102800000001,722410,0.0,0.0
968,20.0,161.0,Riley,Kansas,71115.0,39.189473,-96.633015,722410,19.0,267.17288898263376
969,20.0,163.0,Rooks,Kansas,5181.0,39.314265999999996,-99.31679100000001,722410,3.0,579.0387955993051
970,20.0,165.0,Rush,Kansas,3307.0,38.525797,-99.28359300000001,722410,1.0,302.3888720895071
971,20.0,167.0,Russell,Kansas,6970.0,38.904508,-98.82495899999999,722410,2.0,286.94404591104734
972,20.0,169.0,Saline,Kansas,55606.0,38.815777000000004,-97.60673299999999,722410,13.0,233.7877207495594
973,20.0,171.0,Scott,Kansas,4936.0,38.482303,-100.913605,722410,0.0,0.0
974,20.0,173.0,Sedgwick,Kansas,498365.0,37.678808000000004,-97.344603,722410,108.0,216.7086372437872
975,20.0,175.0,Seward,Kansas,22952.0,37.052196,-100.9161,722410,1.0,43.5691878703381
976,20.0,177.0,Shawnee,Kansas,177934.0,39.035591,-95.705467,722410,32.0,179.8419638742455
977,20.0,179.0,Sheridan,Kansas,2556.0,39.367909999999995,-100.467964,722410,0.0,0.0
978,20.0,181.0,Sherman,Kansas,6010.0,39.349294,-101.726283,722410,0.0,0.0
979,20.0,183.0,Smith,Kansas,3853.0,39.770675,-98.809623,722410,0.0,0.0
980,20.0,185.0,Stafford,Kansas,4437.0,38.006859999999996,-98.736685,722410,0.0,0.0
981,20.0,187.0,Stanton,Kansas,2235.0,37.566266999999996,-101.756238,722410,0.0,0.0
982,20.0,189.0,Stevens,Kansas,5724.0,37.190103,-101.322335,722410,1.0,174.70300489168412
983,20.0,191.0,Sumner,Kansas,24132.0,37.304076,-97.406852,722410,3.0,124.31626056688214
984,20.0,193.0,Thomas,Kansas,7900.0,39.38443,-101.04619,722410,2.0,253.16455696202533
985,20.0,195.0,Trego,Kansas,3001.0,39.004452,-99.881979,722410,0.0,0.0
986,20.0,197.0,Wabaunsee,Kansas,7053.0,38.984769,-96.177572,722410,0.0,0.0
987,20.0,199.0,Wallace,Kansas,1485.0,38.888589,-101.765288,722410,0.0,0.0
988,20.0,201.0,Washington,Kansas,5799.0,39.782029,-97.054087,722410,4.0,689.7740989825832
989,20.0,203.0,Wichita,Kansas,2234.0,38.494296999999996,-101.349386,722410,0.0,0.0
990,20.0,205.0,Wilson,Kansas,9409.0,37.512574,-95.741217,722410,1.0,106.28122010840686
991,20.0,207.0,Woodson,Kansas,3309.0,37.8733,-95.739522,722410,0.0,0.0
992,20.0,209.0,Wyandotte,Kansas,157505.0,39.104143,-94.707937,722410,28.0,177.7721342179613
993,21.0,1.0,Adair,Kentucky,18656.0,37.107756,-85.279096,722410,0.0,0.0
994,21.0,3.0,Allen,Kentucky,19956.0,36.747908,-86.208056,722410,0.0,0.0
995,21.0,5.0,Anderson,Kentucky,21421.0,38.028088000000004,-84.923071,722410,1.0,46.683161383688905
996,21.0,7.0,Ballard,Kentucky,8249.0,37.04421,-88.97886,722410,0.0,0.0
997,21.0,9.0,Barren,Kentucky,42173.0,36.996774,-85.931813,722410,0.0,0.0
998,21.0,11.0,Bath,Kentucky,11591.0,38.139441,-83.73656,722410,0.0,0.0
999,21.0,13.0,Bell,Kentucky,28691.0,36.687928,-83.701396,722410,0.0,0.0
1000,21.0,15.0,Boone,Kentucky,118811.0,38.9871,-84.679715,722410,5.0,42.08364545370378
1001,21.0,17.0,Bourbon,Kentucky,19985.0,38.202978,-84.246611,722410,0.0,0.0
1002,21.0,19.0,Boyd,Kentucky,49542.0,38.431905,-82.66654799999999,722410,0.0,0.0
1003,21.0,21.0,Boyle,Kentucky,28432.0,37.635777000000004,-84.799493,722410,0.0,0.0
1004,21.0,23.0,Bracken,Kentucky,8488.0,38.702562,-84.070088,722410,0.0,0.0
1005,21.0,25.0,Breathitt,Kentucky,13878.0,37.520092,-83.37768,722410,0.0,0.0
1006,21.0,27.0,Breckinridge,Kentucky,20059.0,37.770382,-86.410471,722410,0.0,0.0
1007,21.0,29.0,Bullitt,Kentucky,74319.0,38.022943,-85.655385,722410,1.0,13.45550935830676
1008,21.0,31.0,Butler,Kentucky,12690.0,37.218921,-86.680574,722410,0.0,0.0
1009,21.0,33.0,Caldwell,Kentucky,12984.0,37.127446,-87.87921999999999,722410,0.0,0.0
1010,21.0,35.0,Calloway,Kentucky,37191.0,36.620185,-88.305814,722410,0.0,0.0
1011,21.0,37.0,Campbell,Kentucky,90336.0,39.035049,-84.44141,722410,36.0,398.51222104144523
1012,21.0,39.0,Carlisle,Kentucky,5104.0,36.854337,-88.94788,722410,0.0,0.0
1013,21.0,41.0,Carroll,Kentucky,10811.0,38.668554,-85.139328,722410,2.0,184.99676255665526
1014,21.0,43.0,Carter,Kentucky,27720.0,38.313503000000004,-83.03815999999999,722410,0.0,0.0
1015,21.0,45.0,Casey,Kentucky,15955.0,37.303319,-84.92416800000001,722410,0.0,0.0
1016,21.0,47.0,Christian,Kentucky,73955.0,36.810955,-87.478173,722410,2.0,27.043472381853828
1017,21.0,49.0,Clark,Kentucky,35613.0,37.986825,-84.182232,722410,0.0,0.0
1018,21.0,51.0,Clay,Kentucky,21730.0,37.169598,-83.746759,722410,0.0,0.0
1019,21.0,53.0,Clinton,Kentucky,10272.0,36.713992,-85.135223,722410,0.0,0.0
1020,21.0,55.0,Crittenden,Kentucky,9315.0,37.332496,-88.095078,722410,0.0,0.0
1021,21.0,57.0,Cumberland,Kentucky,6856.0,36.778888,-85.38907900000001,722410,0.0,0.0
1022,21.0,59.0,Daviess,Kentucky,96656.0,37.747732,-87.094971,722410,11.0,113.80566131435192
1023,21.0,61.0,Edmonson,Kentucky,12161.0,37.196775,-86.255277,722410,0.0,0.0
1024,21.0,63.0,Elliott,Kentucky,7852.0,38.122128000000004,-83.106515,722410,0.0,0.0
1025,21.0,65.0,Estill,Kentucky,14672.0,37.706277,-83.988899,722410,0.0,0.0
1026,21.0,67.0,Fayette,Kentucky,295803.0,38.020523,-84.496639,722410,50.0,169.03141617901102
1027,21.0,69.0,Fleming,Kentucky,14348.0,38.388567,-83.708286,722410,0.0,0.0
1028,21.0,71.0,Floyd,Kentucky,39451.0,37.552299,-82.73852600000001,722410,0.0,0.0
1029,21.0,73.0,Franklin,Kentucky,49285.0,38.196045,-84.867592,722410,5.0,101.45074566298062
1030,21.0,75.0,Fulton,Kentucky,6813.0,36.538176,-89.03501700000001,722410,1.0,146.7782181124321
1031,21.0,77.0,Gallatin,Kentucky,8589.0,38.764401,-84.842979,722410,1.0,116.42798928862499
1032,21.0,79.0,Garrard,Kentucky,16912.0,37.649333,-84.57555699999999,722410,0.0,0.0
1033,21.0,81.0,Grant,Kentucky,24662.0,38.688103999999996,-84.602069,722410,0.0,0.0
1034,21.0,83.0,Graves,Kentucky,37121.0,36.741213,-88.650362,722410,0.0,0.0
1035,21.0,85.0,Grayson,Kentucky,25746.0,37.46909,-86.306723,722410,1.0,38.840985007379786
1036,21.0,87.0,Green,Kentucky,11258.0,37.265597,-85.538944,722410,0.0,0.0
1037,21.0,89.0,Greenup,Kentucky,36910.0,38.555431,-82.812206,722410,0.0,0.0
1038,21.0,91.0,Hancock,Kentucky,8565.0,37.868017,-86.804762,722410,0.0,0.0
1039,21.0,93.0,Hardin,Kentucky,105543.0,37.746047,-85.917039,722410,0.0,0.0
1040,21.0,95.0,Harlan,Kentucky,29278.0,36.865625,-83.232825,722410,0.0,0.0
1041,21.0,97.0,Harrison,Kentucky,18846.0,38.415966,-84.314823,722410,0.0,0.0
1042,21.0,99.0,Hart,Kentucky,18199.0,37.278157,-85.885789,722410,0.0,0.0
1043,21.0,101.0,Henderson,Kentucky,46250.0,37.818482,-87.56440500000001,722410,2.0,43.24324324324324
1044,21.0,103.0,Henry,Kentucky,15416.0,38.431903999999996,-85.17949499999999,722410,0.0,0.0
1045,21.0,105.0,Hickman,Kentucky,4902.0,36.666725,-88.959953,722410,0.0,0.0
1046,21.0,107.0,Hopkins,Kentucky,46920.0,37.305865999999995,-87.523154,722410,0.0,0.0
1047,21.0,109.0,Jackson,Kentucky,13494.0,37.402802,-83.99368,722410,0.0,0.0
1048,21.0,111.0,Jefferson,Kentucky,741096.0,38.201775,-85.69183199999999,722410,110.0,148.42881354102573
1049,21.0,113.0,Jessamine,Kentucky,48586.0,37.884454999999996,-84.587046,722410,1.0,20.58206067591487
1050,21.0,115.0,Johnson,Kentucky,23356.0,37.829598,-82.813992,722410,0.0,0.0
1051,21.0,117.0,Kenton,Kentucky,159720.0,39.01319,-84.548581,722410,44.0,275.4820936639118
1052,21.0,119.0,Knott,Kentucky,16346.0,37.32759,-82.940555,722410,0.0,0.0
1053,21.0,121.0,Knox,Kentucky,31883.0,36.901584,-83.915231,722410,0.0,0.0
1054,21.0,123.0,Larue,Kentucky,14193.0,37.544796000000005,-85.72340799999999,722410,0.0,0.0
1055,21.0,125.0,Laurel,Kentucky,58849.0,37.091397,-84.087834,722410,0.0,0.0
1056,21.0,127.0,Lawrence,Kentucky,15860.0,38.078995,-82.68164300000001,722410,0.0,0.0
1057,21.0,129.0,Lee,Kentucky,7887.0,37.591772999999996,-83.70169200000001,722410,0.0,0.0
1058,21.0,131.0,Leslie,Kentucky,11310.0,37.115255,-83.37635,722410,0.0,0.0
1059,21.0,133.0,Letcher,Kentucky,24519.0,37.14583,-82.80717299999999,722410,0.0,0.0
1060,21.0,135.0,Lewis,Kentucky,13870.0,38.562531,-83.347091,722410,1.0,72.09805335255949
1061,21.0,137.0,Lincoln,Kentucky,24742.0,37.473121,-84.669872,722410,0.0,0.0
1062,21.0,139.0,Livingston,Kentucky,9519.0,37.135813,-88.350899,722410,0.0,0.0
1063,21.0,141.0,Logan,Kentucky,26835.0,36.85949,-86.865922,722410,0.0,0.0
1064,21.0,143.0,Lyon,Kentucky,8314.0,37.060704,-88.079778,722410,0.0,0.0
1065,21.0,145.0,McCracken,Kentucky,65565.0,37.048079,-88.648273,722410,11.0,167.77243956379164
1066,21.0,147.0,McCreary,Kentucky,18306.0,36.715761,-84.446083,722410,0.0,0.0
1067,21.0,149.0,McLean,Kentucky,9531.0,37.513232,-87.21931500000001,722410,0.0,0.0
1068,21.0,151.0,Madison,Kentucky,82916.0,37.70616,-84.287451,722410,5.0,60.301992377828164
1069,21.0,153.0,Magoffin,Kentucky,13333.0,37.729816,-83.056234,722410,0.0,0.0
1070,21.0,155.0,Marion,Kentucky,19820.0,37.569587,-85.287195,722410,1.0,50.45408678102926
1071,21.0,157.0,Marshall,Kentucky,31448.0,36.898302,-88.339329,722410,0.0,0.0
1072,21.0,159.0,Martin,Kentucky,12929.0,37.830545,-82.51692,722410,0.0,0.0
1073,21.0,161.0,Mason,Kentucky,17490.0,38.616398,-83.788535,722410,6.0,343.05317324185245
1074,21.0,163.0,Meade,Kentucky,28602.0,37.934298,-86.132811,722410,7.0,244.73813020068528
1075,21.0,165.0,Menifee,Kentucky,6306.0,37.939448999999996,-83.598399,722410,0.0,0.0
1076,21.0,167.0,Mercer,Kentucky,21331.0,37.785009,-84.849691,722410,0.0,0.0
1077,21.0,169.0,Metcalfe,Kentucky,10099.0,36.990815999999995,-85.641586,722410,0.0,0.0
1078,21.0,171.0,Monroe,Kentucky,10963.0,36.708328,-85.72992099999999,722410,0.0,0.0
1079,21.0,173.0,Montgomery,Kentucky,26499.0,38.035773,-83.917436,722410,0.0,0.0
1080,21.0,175.0,Morgan,Kentucky,13923.0,37.91274,-83.266566,722410,0.0,0.0
1081,21.0,177.0,Muhlenberg,Kentucky,31499.0,37.23809,-87.14704,722410,0.0,0.0
1082,21.0,179.0,Nelson,Kentucky,43437.0,37.818018,-85.460371,722410,4.0,92.08739093399636
1083,21.0,181.0,Nicholas,Kentucky,7135.0,38.327655,-84.023779,722410,0.0,0.0
1084,21.0,183.0,Ohio,Kentucky,23842.0,37.465058,-86.864293,722410,0.0,0.0
1085,21.0,185.0,Oldham,Kentucky,60316.0,38.372848,-85.459538,722410,0.0,0.0
1086,21.0,187.0,Owen,Kentucky,10841.0,38.531935,-84.831925,722410,0.0,0.0
1087,21.0,189.0,Owsley,Kentucky,4755.0,37.452096999999995,-83.684099,722410,0.0,0.0
1088,21.0,191.0,Pendleton,Kentucky,14877.0,38.715798,-84.359742,722410,0.0,0.0
1089,21.0,193.0,Perry,Kentucky,28712.0,37.257625,-83.20106,722410,1.0,34.82864307606576
1090,21.0,195.0,Pike,Kentucky,65024.0,37.463505,-82.420659,722410,2.0,30.75787401574803
1091,21.0,197.0,Powell,Kentucky,12613.0,37.852292999999996,-83.88113,722410,0.0,0.0
1092,21.0,199.0,Pulaski,Kentucky,63063.0,37.092819,-84.614645,722410,0.0,0.0
1093,21.0,201.0,Robertson,Kentucky,2282.0,38.520826,-84.04884799999999,722410,0.0,0.0
1094,21.0,203.0,Rockcastle,Kentucky,17056.0,37.381612,-84.348396,722410,0.0,0.0
1095,21.0,205.0,Rowan,Kentucky,23333.0,38.194615999999996,-83.442318,722410,1.0,42.8577551107873
1096,21.0,207.0,Russell,Kentucky,17565.0,37.029336,-85.05932,722410,0.0,0.0
1097,21.0,209.0,Scott,Kentucky,47173.0,38.231691,-84.570575,722410,0.0,0.0
1098,21.0,211.0,Shelby,Kentucky,42074.0,38.213513,-85.230241,722410,1.0,23.767647478252602
1099,21.0,213.0,Simpson,Kentucky,17327.0,36.733284999999995,-86.572109,722410,0.0,0.0
1100,21.0,215.0,Spencer,Kentucky,17061.0,38.059721,-85.350915,722410,1.0,58.613211417853584
1101,21.0,217.0,Taylor,Kentucky,24512.0,37.350402,-85.343425,722410,1.0,40.79634464751958
1102,21.0,219.0,Todd,Kentucky,12460.0,36.81176,-87.171454,722410,0.0,0.0
1103,21.0,221.0,Trigg,Kentucky,14339.0,36.847046999999996,-87.836202,722410,0.0,0.0
1104,21.0,223.0,Trimble,Kentucky,8809.0,38.620698,-85.332526,722410,0.0,0.0
1105,21.0,225.0,Union,Kentucky,15007.0,37.653315,-87.926958,722410,0.0,0.0
1106,21.0,227.0,Warren,Kentucky,113792.0,36.970396,-86.434563,722410,12.0,105.45556805399325
1107,21.0,229.0,Washington,Kentucky,11717.0,37.738655,-85.190875,722410,0.0,0.0
1108,21.0,231.0,Wayne,Kentucky,20813.0,36.837888,-84.844614,722410,0.0,0.0
1109,21.0,233.0,Webster,Kentucky,13621.0,37.499711,-87.687044,722410,0.0,0.0
1110,21.0,235.0,Whitley,Kentucky,35637.0,36.809692,-84.14099499999999,722410,0.0,0.0
1111,21.0,237.0,Wolfe,Kentucky,7355.0,37.740621999999995,-83.510902,722410,0.0,0.0
1112,21.0,239.0,Woodford,Kentucky,24939.0,38.050067999999996,-84.727271,722410,0.0,0.0
1113,22.0,1.0,Acadia,Louisiana,61773.0,30.278554999999997,-92.351799,722410,1.0,16.188302332734366
1114,22.0,3.0,Allen,Louisiana,25764.0,30.669387,-92.774458,722410,1.0,38.81384878124515
1115,22.0,5.0,Ascension,Louisiana,107215.0,30.248525,-90.934028,722410,15.0,139.90579676351257
1116,22.0,7.0,Assumption,Louisiana,23421.0,29.922957,-91.06645,722410,4.0,170.78690064472056
